GO_term,Descrip,DECount,Expect,N,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0010243,response to organonitrogen compound,51,13.181538461538462,261,51/261,51/1428,210/22750,3.0911324708527835e-14,7.322892823450244e-11,1.7860714203537181e-12,Up,4,4,FALSE,BP,wt_subVScont
GO:1901700,response to oxygen-containing compound,176,95.09538461538462,1691,176/1691,176/1428,1515/22750,8.4934307434693e-14,2.0120937431278773e-10,4.679287774715994e-12,Up,3,3,FALSE,BP,wt_subVScont
GO:0044419,biological process involved in interspecies interaction between organisms,161,84.55015384615385,1508,161/1508,161/1428,1347/22750,1.2057986630036982e-13,2.856537032655761e-10,6.4921296196721845e-12,Up,1,1,FALSE,BP,wt_subVScont
GO:0009628,response to abiotic stimulus,215,125.47569230769231,2214,215/2214,215/1428,1999/22750,1.4374452516890614e-13,3.4053078012513865e-10,7.567350669447525e-12,Up,2,2,FALSE,BP,wt_subVScont
GO:0007165,signal transduction,195,110.22276923076923,1951,195/1951,195/1428,1756/22750,1.574533556218199e-13,3.7300699946809134e-10,8.108847814523725e-12,Up,2,4,FALSE,BP,wt_subVScont
GO:0009719,response to endogenous stimulus,169,91.32923076923078,1624,169/1624,169/1428,1455/22750,2.5004467355501103e-13,5.923558316518211e-10,1.2340746492746273e-11,Up,2,2,FALSE,BP,wt_subVScont
GO:0006468,protein phosphorylation,141,71.30584615384615,1277,141/1277,141/1428,1136/22750,4.65452550293775e-13,1.102657091645953e-9,2.205314183291906e-11,Up,6,7,FALSE,BP,wt_subVScont
GO:0009725,response to hormone,166,89.5716923076923,1593,166/1593,166/1428,1427/22750,4.91406229434137e-13,1.1641413575294706e-9,2.2826301128028835e-11,Up,3,4,FALSE,BP,wt_subVScont
GO:0023052,signaling,196,112.79630769230769,1993,196/1993,196/1428,1797/22750,5.90967502529051e-13,1.400002013491322e-9,2.6923115644063883e-11,Up,1,1,FALSE,BP,wt_subVScont
GO:0071369,cellular response to ethylene stimulus,43,10.48246153846154,210,43/210,43/1428,167/22750,6.07949742412096e-13,1.4402329397742556e-9,2.717420641083501e-11,Up,5,6,FALSE,BP,wt_subVScont
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",141,72.93784615384615,1303,141/1303,141/1428,1162/22750,1.9913244277279663e-12,4.717447569287552e-9,8.736014017199171e-11,Up,4,4,FALSE,MF,wt_subVScont
GO:0043167,ion binding,513,388.29046153846156,6699,513/6699,513/1428,6186/22750,3.1682150713422114e-12,7.505501504009698e-9,1.3646366370926725e-10,Up,2,2,FALSE,MF,wt_subVScont
GO:0009873,ethylene-activated signaling pathway,41,10.168615384615384,203,41/203,41/1428,162/22750,3.337200658732329e-12,7.905828360536889e-9,1.411755064381587e-10,Up,4,7,FALSE,BP,wt_subVScont
GO:0071495,cellular response to endogenous stimulus,117,57.37107692307692,1031,117/1031,117/1428,914/22750,7.741189866438787e-12,1.8338878793593487e-8,3.1618756540678424e-10,Up,3,3,FALSE,BP,wt_subVScont
GO:0009723,response to ethylene,49,14.56246153846154,281,49/281,49/1428,232/22750,8.099372477735215e-12,1.9187413399754726e-8,3.2521039660601227e-10,Up,4,5,FALSE,BP,wt_subVScont
GO:0032870,cellular response to hormone stimulus,114,55.550769230769234,999,114/999,114/1428,885/22750,1.00265650378175e-11,2.3752932574589656e-8,3.958822095764943e-10,Up,4,5,FALSE,BP,wt_subVScont
GO:0009755,hormone-mediated signaling pathway,109,52.41230769230769,944,109/944,109/1428,835/22750,1.7222723687601866e-11,4.080063241592882e-8,6.375098814988879e-10,Up,3,6,FALSE,BP,wt_subVScont
GO:0005886,plasma membrane,295,198.97846153846154,3465,295/3465,295/1428,3170/22750,2.264558061230998e-11,5.3647380470562344e-8,8.253443149317284e-10,Up,3,3,FALSE,CC,wt_subVScont
GO:0071310,cellular response to organic substance,128,66.15876923076922,1182,128/1182,128/1428,1054/22750,2.6907914139345245e-11,6.374484859610888e-8,9.65831039334983e-10,Up,4,4,FALSE,BP,wt_subVScont
GO:0032559,adenyl ribonucleotide binding,234,149.39076923076922,2614,234/2614,234/1428,2380/22750,4.614086968740153e-11,1.0930772028945423e-7,1.607466474844915e-9,Up,5,7,FALSE,MF,wt_subVScont
GO:0030554,adenyl nucleotide binding,234,150.08123076923076,2625,234/2625,234/1428,2391/22750,6.774598021939075e-11,1.604902271397367e-7,2.198496262188174e-9,Up,5,6,FALSE,MF,wt_subVScont
GO:0016301,kinase activity,151,85.55446153846154,1514,151/1514,151/1428,1363/22750,1.4166469880228926e-10,3.356036714626233e-7,4.535184749494909e-9,Up,4,4,FALSE,MF,wt_subVScont
GO:0043168,anion binding,282,192.51323076923077,3349,282/3349,282/1428,3067/22750,2.2438929483992853e-10,5.315782394757907e-7,6.994450519418299e-9,Up,3,3,FALSE,MF,wt_subVScont
GO:0000160,phosphorelay signal transduction system,44,13.558153846153846,260,44/260,44/1428,216/22750,2.545761055862955e-10,6.030907941339341e-7,7.731933258127361e-9,Up,4,6,FALSE,BP,wt_subVScont
GO:0071944,cell periphery,333,240.4689230769231,4164,333/4164,333/1428,3831/22750,1.4275392121851643e-9,3.381840393666654e-6,4.097740646626992e-8,Up,2,2,FALSE,CC,wt_subVScont
GO:0033554,cellular response to stress,128,71.55692307692307,1268,128/1268,128/1428,1140/22750,2.112899099129033e-9,5.005457965836679e-6,5.8202999602752084e-8,Up,3,3,FALSE,BP,wt_subVScont
GO:0002239,response to oomycetes,25,5.335384615384616,110,25/110,25/1428,85/22750,4.3710403170877676e-9,1.0354994511180921e-5,1.1255428816501001e-7,Up,3,5,FALSE,BP,wt_subVScont
GO:0035556,intracellular signal transduction,76,35.652923076923074,644,76/644,76/1428,568/22750,8.089990170473054e-9,1.9165186713850663e-5,2.0173880751421752e-7,Up,3,5,FALSE,BP,wt_subVScont
GO:0098542,defense response to other organism,120,67.35138461538462,1193,120/1193,120/1428,1073/22750,1.05679042508308e-8,2.5035365170218164e-5,2.58096548146579e-7,Up,3,5,FALSE,BP,wt_subVScont
GO:0003700,DNA-binding transcription factor activity,155,95.09538461538462,1670,155/1670,155/1428,1515/22750,1.3414069252665752e-8,3.177793005956517e-5,3.242645924445425e-7,Up,2,2,FALSE,MF,wt_subVScont
GO:0032555,purine ribonucleotide binding,241,166.58953846153847,2895,241/2895,241/1428,2654/22750,2.0356410060619195e-8,4.822433543360687e-5,4.822433543360687e-7,Up,4,6,FALSE,MF,wt_subVScont
GO:0017076,purine nucleotide binding,241,167.34276923076922,2907,241/2907,241/1428,2666/22750,2.7764553985725163e-8,6.577422839218292e-5,6.448453763939502e-7,Up,4,5,FALSE,MF,wt_subVScont
GO:0036094,small molecule binding,278,199.22953846153845,3452,278/3452,278/1428,3174/22750,2.8110651748934856e-8,6.659413399322668e-5,6.465449902255017e-7,Up,2,2,FALSE,MF,wt_subVScont
GO:0005524,ATP binding,213,144.11815384615386,2509,213/2509,213/1428,2296/22750,3.36645692969455e-8,7.975136466446388e-5,7.523713647590932e-7,Up,3,8,TRUE,MF,wt_subVScont
GO:0016021,integral component of membrane,498,399.4006153846154,6861,498/6861,498/1428,6363/22750,3.4915305584094584e-8,8.271435892872007e-5,7.730313918571969e-7,Up,3,4,FALSE,CC,wt_subVScont
GO:0032553,ribonucleotide binding,241,168.3470769230769,2923,241/2923,241/1428,2682/22750,4.7953161740843286e-8,1.1360104016405775e-4,1.0327367287641613e-6,Up,3,5,FALSE,MF,wt_subVScont
GO:0097367,carbohydrate derivative binding,243,170.7323076923077,2963,243/2963,243/1428,2720/22750,5.862618336303373e-8,1.388854283870269e-4,1.2400484677413117e-6,Up,2,2,FALSE,MF,wt_subVScont
GO:0031224,intrinsic component of membrane,508,410.51076923076926,7048,508/7048,508/1428,6540/22750,6.271418255302698e-8,1.485698984681209e-4,1.3147778625497424e-6,Up,2,3,FALSE,CC,wt_subVScont
GO:0016310,phosphorylation,158,99.92861538461538,1750,158/1750,158/1428,1592/22750,6.684850053446713e-8,1.5836409776615263e-4,1.389158752334672e-6,Up,5,5,FALSE,BP,wt_subVScont
GO:0000166,nucleotide binding,262,187.61723076923076,3251,262/3251,262/1428,2989/22750,7.725511489416824e-8,1.8301736718428458e-4,1.5777359240024532e-6,Up,3,4,FALSE,MF,wt_subVScont
GO:1901265,nucleoside phosphate binding,262,187.61723076923076,3251,262/3251,262/1428,2989/22750,7.725511489416824e-8,1.8301736718428458e-4,1.5777359240024532e-6,Up,3,3,FALSE,MF,wt_subVScont
GO:0031667,response to nutrient levels,36,12.302769230769231,232,36/232,36/1428,196/22750,1.047581092149326e-7,2.481719607301753e-4,2.121127869488678e-6,Up,4,4,FALSE,BP,wt_subVScont
GO:0048583,regulation of response to stimulus,81,42.74584615384615,762,81/762,81/1428,681/22750,2.882215171821341e-7,6.827967742044758e-4,5.59669487052849e-6,Up,2,3,FALSE,BP,wt_subVScont
GO:0043565,sequence-specific DNA binding,122,74.00492307692308,1301,122/1301,122/1428,1179/22750,3.27512748289139e-7,7.758777006969703e-4,6.25707823142718e-6,Up,5,5,FALSE,MF,wt_subVScont
GO:0006464,cellular protein modification process,253,184.9809230769231,3200,253/3200,253/1428,2947/22750,6.944538635977821e-7,0.0016451612028631458,1.2753187619094153e-5,Up,5,6,FALSE,BP,wt_subVScont
GO:0036211,protein modification process,253,184.9809230769231,3200,253/3200,253/1428,2947/22750,6.944538635977821e-7,0.0016451612028631458,1.2753187619094153e-5,Up,4,5,FALSE,BP,wt_subVScont
GO:0043531,ADP binding,31,10.608,200,31/200,31/1428,169/22750,8.06381003806368e-7,0.0019103165980172859,1.4582569450513633e-5,Up,4,8,TRUE,MF,wt_subVScont
GO:0031349,positive regulation of defense response,20,4.958769230769231,99,20/99,20/1428,79/22750,1.130845260278123e-6,0.0026789724215988734,2.0056752064630907e-5,Up,3,6,FALSE,BP,wt_subVScont
GO:0016740,transferase activity,323,248.56615384615384,4283,323/4283,323/1428,3960/22750,1.1344891416887047e-6,0.0026876047766605416,2.0056752064630907e-5,Up,2,2,FALSE,MF,wt_subVScont
GO:1900426,positive regulation of defense response to bacterium,10,1.067076923076923,27,10/27,10/1428,17/22750,1.6715952089317013e-6,0.0039600090499592,2.8905175547147445e-5,Up,4,8,FALSE,BP,wt_subVScont
GO:0016772,"transferase activity, transferring phosphorus-containing groups",156,104.07138461538462,1814,156/1814,156/1428,1658/22750,1.7161697332934041e-6,0.004065606098172074,2.9460913754870108e-5,Up,3,3,FALSE,MF,wt_subVScont
GO:0005516,calmodulin binding,34,12.679384615384615,236,34/236,34/1428,202/22750,1.8979053245659886e-6,0.004496137713896827,3.211526938497734e-5,Up,3,3,TRUE,MF,wt_subVScont
GO:0010105,negative regulation of ethylene-activated signaling pathway,8,0.564923076923077,17,8/17,8/1428,9/22750,2.183488069031242e-6,0.0051726832355350125,3.642734672911981e-5,Up,5,9,TRUE,BP,wt_subVScont
GO:0070298,negative regulation of phosphorelay signal transduction system,8,0.564923076923077,17,8/17,8/1428,9/22750,2.183488069031242e-6,0.0051726832355350125,3.642734672911981e-5,Up,5,8,FALSE,BP,wt_subVScont
GO:0140110,transcription regulator activity,156,104.6363076923077,1823,156/1823,156/1428,1667/22750,2.3446268018657686e-6,0.005554420893620006,3.884210415118885e-5,Up,1,1,FALSE,MF,wt_subVScont
GO:0002229,defense response to oomycetes,18,4.331076923076923,87,18/87,18/1428,69/22750,2.6794883008580006e-6,0.006347707784732604,4.34774505803603e-5,Up,4,6,FALSE,BP,wt_subVScont
GO:0042594,response to starvation,30,10.796307692307693,202,30/202,30/1428,172/22750,2.9777955975974205e-6,0.007054397770708289,4.7664849802083035e-5,Up,3,5,FALSE,BP,wt_subVScont
GO:0009061,anaerobic respiration,6,0.18830769230769231,9,6/9,6/1428,3/22750,3.023367855529085e-6,0.007162358449748402,4.8069519796969136e-5,Up,5,6,FALSE,BP,wt_subVScont
GO:0009991,response to extracellular stimulus,37,14.813538461538462,273,37/273,37/1428,236/22750,3.1329974055553526e-6,0.00742207085376063,4.94804723584042e-5,Up,3,3,FALSE,BP,wt_subVScont
GO:0000976,transcription regulatory region sequence-specific DNA binding,96,57.37107692307692,1010,96/1010,96/1428,914/22750,4.20732932520977e-6,0.009967163171421945,6.514485732955519e-5,Up,5,7,FALSE,MF,wt_subVScont
GO:0001067,regulatory region nucleic acid binding,96,57.37107692307692,1010,96/1010,96/1428,914/22750,4.20732932520977e-6,0.009967163171421945,6.514485732955519e-5,Up,4,4,FALSE,MF,wt_subVScont
GO:0003953,"NAD+ nucleosidase activity",22,6.590769230769231,127,22/127,22/1428,105/22750,4.981592993644954e-6,0.011801393801944896,7.564996026887754e-5,Up,5,5,FALSE,MF,wt_subVScont
GO:0050135,"NAD(P)+ nucleosidase activity",22,6.590769230769231,127,22/127,22/1428,105/22750,4.981592993644954e-6,0.011801393801944896,7.564996026887754e-5,Up,5,5,TRUE,MF,wt_subVScont
GO:0061809,"NAD+ nucleotidase, cyclic ADP-ribose generating",22,6.590769230769231,127,22/127,22/1428,105/22750,4.981592993644954e-6,0.011801393801944896,7.564996026887754e-5,Up,6,6,TRUE,MF,wt_subVScont
GO:0002833,positive regulation of response to biotic stimulus,18,4.5821538461538465,91,18/91,18/1428,73/22750,5.254589845425402e-6,0.012448123343812777,7.878559078362517e-5,Up,3,5,FALSE,BP,wt_subVScont
GO:0035639,purine ribonucleoside triphosphate binding,220,161.31692307692308,2790,220/2790,220/1428,2570/22750,5.725502569686447e-6,0.013563715587587193,8.530638734331568e-5,Up,4,4,FALSE,MF,wt_subVScont
GO:0007568,aging,26,8.913230769230768,168,26/168,26/1428,142/22750,6.23588354646669e-6,0.014772808121579589,9.233005075987243e-5,Up,2,2,FALSE,BP,wt_subVScont
GO:0090693,plant organ senescence,24,7.846153846153846,149,24/149,24/1428,125/22750,6.969768005012548e-6,0.016511380403874728,1.0255515778804178e-4,Up,3,6,FALSE,BP,wt_subVScont
GO:1900424,regulation of defense response to bacterium,13,2.448,52,13/52,13/1428,39/22750,7.340156777562922e-6,0.01738883140604656,1.0667994727635927e-4,Up,4,7,FALSE,BP,wt_subVScont
GO:1990837,sequence-specific double-stranded DNA binding,97,58.877538461538464,1035,97/1035,97/1428,938/22750,7.543022858809606e-6,0.01786942115251996,1.0895988507634121e-4,Up,6,6,FALSE,MF,wt_subVScont
GO:0050789,regulation of biological process,423,346.36061538461536,5941,423/5941,423/1428,5518/22750,7.700962316203016e-6,0.018243579727084944,1.1056714986112087e-4,Up,1,2,FALSE,BP,wt_subVScont
GO:0038023,signaling receptor activity,30,11.110153846153846,207,30/207,30/1428,177/22750,8.120044755139987e-6,0.019236386024926628,1.1518794026902172e-4,Up,2,2,FALSE,MF,wt_subVScont
GO:0032103,positive regulation of response to external stimulus,18,4.7704615384615385,94,18/94,18/1428,76/22750,8.465304256358012e-6,0.020054305783312132,1.1808759123347962e-4,Up,3,5,FALSE,BP,wt_subVScont
GO:0050794,regulation of cellular process,383,309.51507692307695,5314,383/5314,383/1428,4931/22750,8.4739934612459e-6,0.020074890509691534,1.1808759123347962e-4,Up,2,3,FALSE,BP,wt_subVScont
GO:0060089,molecular transducer activity,32,12.804923076923076,236,32/236,32/1428,204/22750,1.0548340928086395e-5,0.02498901965863667,1.4413489943163353e-4,Up,1,1,FALSE,MF,wt_subVScont
GO:0010104,regulation of ethylene-activated signaling pathway,9,1.067076923076923,26,9/26,9/1428,17/22750,1.0647364879922273e-5,0.025223607400535867,1.4413489943163353e-4,Up,5,8,FALSE,BP,wt_subVScont
GO:0070297,regulation of phosphorelay signal transduction system,9,1.067076923076923,26,9/26,9/1428,17/22750,1.0647364879922273e-5,0.025223607400535867,1.4413489943163353e-4,Up,5,7,FALSE,BP,wt_subVScont
GO:0140096,"catalytic activity, acting on a protein",218,161.44246153846154,2790,218/2790,218/1428,2572/22750,1.2690507721698475e-5,0.03006381279270369,1.687566807623367e-4,Up,2,2,FALSE,MF,wt_subVScont
GO:0048584,positive regulation of response to stimulus,35,14.813538461538462,271,35/271,35/1428,236/22750,1.2751137972333586e-5,0.030207445856458265,1.687566807623367e-4,Up,2,4,FALSE,BP,wt_subVScont
GO:0071949,FAD binding,16,4.017230769230769,80,16/80,16/1428,64/22750,1.4944476551728026e-5,0.03540346495104369,1.9559925387316958e-4,Up,5,6,TRUE,MF,wt_subVScont
GO:0002376,immune system process,39,17.32430769230769,315,39/315,39/1428,276/22750,1.6739700848082812e-5,0.03965635130910818,2.1789204015993508e-4,Up,1,1,FALSE,BP,wt_subVScont
GO:0032101,regulation of response to external stimulus,28,10.48246153846154,195,28/195,28/1428,167/22750,1.8683020774663223e-5,0.04426007621517718,2.407213918921939e-4,Up,3,4,FALSE,BP,wt_subVScont
GO:0009966,regulation of signal transduction,40,18.391384615384617,333,40/333,40/1428,293/22750,1.8913768051916287e-5,0.044806716514989686,2.4125418673250296e-4,Up,3,5,FALSE,BP,wt_subVScont
GO:0031669,cellular response to nutrient levels,26,9.603692307692308,179,26/179,26/1428,153/22750,1.9800124048761894e-5,0.04690649387151693,2.4950262697615385e-4,Up,4,5,FALSE,BP,wt_subVScont
GO:1902532,negative regulation of intracellular signal transduction,8,0.8787692307692307,22,8/22,8/1428,14/22750,2.2010762608129733e-5,0.05214349661865934,2.758915165008431e-4,Up,4,7,FALSE,BP,wt_subVScont
GO:0045087,innate immune response,33,13.93476923076923,255,33/255,33/1428,222/22750,2.244038130394802e-5,0.05316126330905286,2.7979612267922557e-4,Up,3,6,FALSE,BP,wt_subVScont
GO:0002831,regulation of response to biotic stimulus,27,10.231384615384615,190,27/190,27/1428,163/22750,2.9713054449959788e-5,0.07039022599195474,3.647161968495064e-4,Up,3,4,FALSE,BP,wt_subVScont
GO:0006796,phosphate-containing compound metabolic process,197,145.6246153846154,2517,197/2517,197/1428,2320/22750,3.149278874099373e-5,0.07460641652741415,3.8064498228272523e-4,Up,4,4,FALSE,BP,wt_subVScont
GO:0014070,response to organic cyclic compound,38,17.449846153846153,316,38/316,38/1428,278/22750,3.188708719160069e-5,0.07554050955690203,3.8345436323300523e-4,Up,4,4,FALSE,BP,wt_subVScont
GO:0023051,regulation of signaling,40,18.70523076923077,338,40/338,40/1428,298/22750,3.3892348795142644e-5,0.08029097429569293,4.0347223264167295e-4,Up,2,3,FALSE,BP,wt_subVScont
GO:0033993,response to lipid,89,55.04861538461538,966,89/966,89/1428,877/22750,3.5443941166374374e-5,0.0839666966231409,4.177447593191089e-4,Up,4,4,FALSE,BP,wt_subVScont
GO:0006955,immune response,34,14.750769230769231,269,34/269,34/1428,235/22750,3.575463745383366e-5,0.08470273612813194,4.1932047588184125e-4,Up,2,2,FALSE,BP,wt_subVScont
GO:0010646,regulation of cell communication,40,18.956307692307693,342,40/342,40/1428,302/22750,3.917057360219725e-5,0.09279508886360528,4.5487788658630043e-4,Up,3,4,FALSE,BP,wt_subVScont
GO:0005215,transporter activity,109,71.43138461538462,1247,109/1247,109/1428,1138/22750,4.311479352618205e-5,0.10213894586352527,4.958201255510935e-4,Up,1,1,FALSE,MF,wt_subVScont
GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",24,8.976,167,24/167,24/1428,143/22750,4.843679428738859e-5,0.11474676566682357,5.543322012890028e-4,Up,4,4,FALSE,MF,wt_subVScont
GO:0009416,response to light stimulus,72,42.30646153846154,746,72/746,72/1428,674/22750,5.013589740794494e-5,0.11877194095942156,5.710189469202959e-4,Up,4,4,FALSE,BP,wt_subVScont
GO:0043412,macromolecule modification,264,206.95015384615385,3561,264/3561,264/1428,3297/22750,6.0878798579063204e-5,0.14422187383380072,6.892919212273255e-4,Up,4,4,FALSE,BP,wt_subVScont
GO:0008219,cell death,27,10.921846153846154,201,27/201,27/1428,174/22750,6.110228090238005e-5,0.14475130345773835,6.892919212273255e-4,Up,2,2,FALSE,BP,wt_subVScont
GO:0009914,hormone transport,19,6.276923076923077,119,19/119,19/1428,100/22750,6.897786971679985e-5,0.16340857335909886,7.744482149720325e-4,Up,4,4,FALSE,BP,wt_subVScont
GO:0065007,biological regulation,462,391.4916923076923,6699,462/6699,462/1428,6237/22750,7.308288319746861e-5,0.17313335029480315,8.143238885111404e-4,Up,1,1,FALSE,BP,wt_subVScont
GO:0035672,oligopeptide transmembrane transport,6,0.5021538461538462,14,6/14,6/1428,8/22750,8.356915821825137e-5,0.19797533581903748,9.208155154373837e-4,Up,3,8,FALSE,BP,wt_subVScont
GO:0035673,oligopeptide transmembrane transporter activity,6,0.5021538461538462,14,6/14,6/1428,8/22750,8.356915821825137e-5,0.19797533581903748,9.208155154373837e-4,Up,5,5,FALSE,MF,wt_subVScont
GO:0031347,regulation of defense response,33,15.064615384615385,273,33/273,33/1428,240/22750,8.638551149012708e-5,0.20464727672011104,9.474410959264401e-4,Up,4,5,FALSE,BP,wt_subVScont
GO:0055085,transmembrane transport,112,75.6996923076923,1318,112/1318,112/1428,1206/22750,9.020652481146708e-5,0.2136992572783655,9.847892040477674e-4,Up,2,4,FALSE,BP,wt_subVScont
GO:0006793,phosphorus metabolic process,197,148.3236923076923,2560,197/2560,197/1428,2363/22750,9.24537035769609e-5,0.21902282377382037,0.0010029634253630744,Up,3,3,FALSE,BP,wt_subVScont
GO:1902531,regulation of intracellular signal transduction,13,3.264,65,13/65,13/1428,52/22750,9.27180203269368e-5,0.21964899015451328,0.0010029634253630744,Up,4,6,FALSE,BP,wt_subVScont
GO:0010150,leaf senescence,21,7.657846153846154,143,21/143,21/1428,122/22750,1.024303015522017e-4,0.24265738437716583,0.0011029881108052992,Up,4,8,FALSE,BP,wt_subVScont
GO:0016020,membrane,637,562.5378461538462,9599,637/9599,637/1428,8962/22750,1.0552322142384837e-4,0.24998451155309678,0.0011311516359868632,Up,2,2,FALSE,CC,wt_subVScont
GO:0009968,negative regulation of signal transduction,17,5.398153846153846,103,17/103,17/1428,86/22750,1.0734914816923527e-4,0.25431013201291836,0.0011455411351933259,Up,3,6,FALSE,BP,wt_subVScont
GO:0009314,response to radiation,72,43.81292307692308,770,72/770,72/1428,698/22750,1.2673155548975092e-4,0.30022705495521995,0.001324168438887548,Up,3,3,FALSE,BP,wt_subVScont
GO:0019748,secondary metabolic process,41,20.713846153846156,371,41/371,41/1428,330/22750,1.2851407564515378e-4,0.3044498452033693,0.0013294753065649313,Up,2,2,FALSE,BP,wt_subVScont
